-1.1122361069511442,30.21535961341211	-1.4024909799380778,31.172308989663197	-2.359440356189162,30.88205411667626	-2.0691854832022285,29.925104740425176	
-35.99001407580006,86.19194116510678	-38.80200118962791,87.2372777002313	-39.84733772475242,84.42529058640345	-37.035350610924574,83.37995405127893	
-107.55093198908438,188.03612116466226	-107.2960129397633,189.00308356222135	-108.2629753373224,189.25800261154242	-108.51789438664348,188.29104021398334	
18.626190867891665,31.98300659253784	19.086292230418373,32.87087298800569	18.198425834950523,33.330974350532394	17.738324472423816,32.44310795506455	
-3.7603907552061457,26.280673843818633	-1.785413394332055,26.59605365299292	-2.1007932035063437,28.571031013867014	-4.075770564380435,28.255651204692725	
-58.849900679860795,119.6247397957372	-59.74627974090132,120.06802816568175	-60.189568110845876,119.17164910464122	-59.29318904980535,118.72836073469666	
-102.45626225434589,178.97419762110545	-102.19988310058226,180.45212513269573	-103.67781061217254,180.70850428645937	-103.93418976593617,179.2305767748691	
-38.193279883524966,100.03873495874467	-39.95593078292999,102.46629789445338	-42.38349371863869,100.70364699504836	-40.62084281923367,98.27608405933965	
1.1484634138301146,35.838482712923295	2.0119418446278226,36.342868477539156	1.50755608001196,37.20634690833686	0.6440776492142523,36.701961143721	
7.408371108633617,48.58044963323044	8.007905066988803,47.780100314008536	8.808254386210706,48.379634272363724	8.208720427855518,49.179983591585625	
-4.990581789062048,57.32956922020342	-8.407590431315366,50.096032606708874	-7.503398354628548,49.66890652642721	-4.08638971237523,56.90244313992175	
-93.49840153296856,143.189749638416	-95.01359880392135,141.8843082455924	-93.70815741109776,140.36911097463963	-92.19296014014496,141.6745523674632	
-0.9490974391518989,3.4987560297877938	-0.07061092770174837,3.9765231793493188	-0.5483780772632731,4.855009690799469	-1.4268645887134237,4.377242541237944	
-102.95341832868418,169.50249546239328	-103.94252368283144,169.64970483165092	-104.08973305208909,168.66059947750367	-103.10062769794183,168.51339010824603	
-114.45248507763654,170.42918472470643	-116.24255666205715,168.0217704016931	-113.8351423390438,166.23169881727245	-112.04507075462318,168.63911314028582	
-115.83231253165421,174.55250676240445	-114.8842132133581,174.23453241965578	-114.56623887060942,175.18263173795188	-115.51433818890554,175.50060608070055	
-75.4026654935395,142.91290348256848	-74.42637586386596,145.74960201413504	-77.26307439543253,146.72589164380858	-78.23936402510607,143.88919311224203	
-88.17712470772372,162.7180152589726	-89.04139400047725,162.21498584670795	-88.53836458821262,161.3507165539544	-87.67409529545908,161.85374596621907	
15.268749379562962,25.766112255330867	15.146146827942271,26.758568105399824	14.153690977873314,26.635965553779133	14.276293529494005,25.643509703710176	
-16.70082824967065,51.965999765406984	-18.813568530334102,56.4977023711019	-19.719909051473085,56.07515431496921	-17.607168770809633,51.543451709274294	
-6.85402002596885,-8.167145621569249	-7.465944746748176,-8.958061632343558	-6.675028735973867,-9.569986353122882	-6.063104015194543,-8.779070342348573	
-13.969504118214601,73.1588057050232	-13.588989851692995,74.08358075495346	-14.51376490162326,74.46409502147507	-14.894279168144866,73.5393199715448	
9.2453395049738,39.7638429422418	3.708429504168441,35.48101354533821	4.320262275154668,34.690026402366016	9.857172275960027,38.97285579926961	
-113.02253350513772,182.35734075131035	-111.95515535810854,180.6659792017756	-110.2637938085738,181.7333573488048	-111.33117195560297,183.42471889833953	
-35.80186202087934,67.74230077638875	-37.01869346945664,67.45625667882115	-36.73264937188904,66.23942523024384	-35.51581792331174,66.52546932781144	
-16.89887847962487,50.17354727738316	-16.30699526917739,50.97957101474477	-17.113019006539005,51.57145422519225	-17.704902216986483,50.765430487830635	
-33.94818220220087,91.99780676990662	-37.257419966865974,88.24961448336177	-36.507781509557006,87.58776693042876	-33.1985437448919,91.33595921697359	
-106.82715623145492,180.00245381226358	-106.44785521991496,180.92772714628157	-107.37312855393294,181.30702815782152	-107.75242956547291,180.38175482380356	
-60.558750683588926,135.08886270634184	-61.272120370156735,134.38807479956395	-60.57133246337884,133.67470511299615	-59.85796277681103,134.37549301977404	
-20.16009213692908,49.77664982496233	-19.168400030709655,49.90528406014907	-19.2970342658964,50.896976166368496	-20.288726372115825,50.76834193118175	
-56.99763765953442,110.64031918742658	-56.98546112066293,108.64035625479481	-54.98549818803115,108.6525327936663	-54.99767472690264,110.65249572629807	
-44.27325666819107,92.23001433724292	-43.363577404780415,90.17210674997845	-41.30566981751595,91.0817860133891	-42.2153490809266,93.13969360065357	
-4.118708478316265,28.4000238031974	-5.108341600664987,28.25640526974744	-4.964723067215027,27.266772147398715	-3.9750899448663035,27.410390680848675	
-49.50251408406315,86.49180652407752	-49.351353687822794,84.49752707159136	-47.35707423533665,84.64868746783172	-47.508234631577004,86.64296692031787	
-1.9598087291433473,50.90605221015317	-3.0380343227001934,50.27365236084975	-2.405634473396775,49.19542676729291	-1.3274088798399286,49.827826616596326	
-121.90871763009807,183.3801952173243	-123.88112099250057,183.71129184367874	-124.212217618855,181.73888848127623	-122.23981425645249,181.4077918549218	
-8.480977197972976,57.79188949136813	-5.49667512846667,57.48539127287351	-5.190176909972044,60.46969334237981	-8.17447897947835,60.77619156087444	
16.714705878826976,14.54207513360196	16.976356570374907,15.507237770473326	16.01119393350354,15.768888462021259	15.74954324195561,14.803725825149892	
-29.372494890162116,82.6403695114848	-29.852716939242967,81.76322255482555	-28.97556998258371,81.28300050574471	-28.495347933502863,82.16014746240396	
-12.97533400107811,77.55966336344804	-16.973583122186014,77.44132501142356	-16.943998534179894,76.44176273114658	-12.94574941307199,76.56010108317106	
-104.44912429153118,163.61117909541088	-107.4306059801994,163.27836241894158	-107.09778930373011,160.29688073027336	-104.11630761506188,160.62969740674265	
-93.95558713493618,162.09056957742663	-94.8628598395391,162.5111123689265	-95.28340263103897,161.60383966432357	-94.37612992643605,161.18329687282372	
-91.12258091079025,164.411131172951	-92.11998655262035,164.48311718301883	-92.19197256268818,163.48571154118872	-91.19456692085808,163.4137255311209	
-6.885274070118683,35.2623505956676	-7.415575101279905,33.333936528007506	-5.487161033619811,32.80363549684628	-4.9568600024585905,34.732049564506376	
3.7343068644960056,22.96990559996675	3.5267368887858717,23.948125772107815	2.548516716644807,23.740555796397683	2.7560866923549407,22.762335624256618	
0.7760814015044559,28.425515953439188	-0.08317567964476602,27.91397194898315	0.428368324811273,27.054714867833926	1.287625405960494,27.566258872289964	
-15.45771832215432,41.19228124830244	-16.01782661848088,42.02070064473529	-16.846246014913724,41.46059234840873	-16.286137718587167,40.63217295197589	
-66.87180627904583,115.85784311439558	-69.07213580642535,117.897095421233	-71.11138811326279,115.69676589385348	-68.91105858588327,113.65751358701606	
-0.7951099820442096,19.371743804311137	-0.10568644798589255,18.647385335949966	0.618672020375278,19.336808870008284	-0.07075151368303956,20.061167338369454	
-79.1385437092921,136.23243008793233	-78.73670831301878,139.20539633636199	-81.70967456144844,139.60723173263528	-82.11150995772175,136.63426548420563	
-47.11140761237678,114.57480060624316	-46.52525222020548,115.3849992585677	-47.335450872530025,115.97115465073901	-47.921606264701325,115.16095599841445	
-31.403084168347377,77.9047297797884	-30.980618685246654,80.11471233980747	-33.190601245265725,80.5371778229082	-33.613066728366455,78.32719526288912	
-54.22339540478724,106.86660878841322	-54.7425152521595,106.01190732938545	-53.887813793131734,105.49278748201318	-53.36869394575947,106.34748894104095	
-37.87759205303411,108.96627563823681	-38.543535074793,108.22027302981601	-37.7975324663722,107.55433000805712	-37.13158944461331,108.30033261647792	
-116.38991181146001,193.9421001180826	-116.64151072313074,192.97426852754316	-115.6736791325913,192.72266961587243	-115.42208022092056,193.69050120641188	
-89.36062530940578,164.98838877153716	-88.45010341619796,163.79635274775714	-87.25806739241796,164.70687464096494	-88.16858928562576,165.89891066474496	
-50.61729447718602,86.90247478472013	-50.67659226153604,85.90423444653939	-49.6783519233553,85.84493666218938	-49.61905413900529,86.84317700037012	
-100.75554755559239,172.0009315030318	-102.56780796424663,174.3916870763233	-104.95856353753813,172.57942666766905	-103.14630312888389,170.18867109437755	
-9.512678626867938,62.450868317905	-8.58425778413519,62.822398584208315	-8.955788050438503,63.750819426941064	-9.884208893171252,63.37928916063775	
-112.13176101071107,179.25275142598755	-109.60297132245125,180.86682165759174	-110.14099473298599,181.70975155367836	-112.66978442124581,180.09568132207417	
-65.82206665024081,105.99460140203871	-66.81235737288996,106.13361321677048	-66.95136918762175,105.14332249412134	-65.96107846497259,105.00431067938956	
-17.916589168175747,80.00775312962452	-16.314987118338152,78.42744592089704	-14.73467990961068,80.02904797073464	-16.336281959448275,81.60935517946211	
-105.24689362445835,192.64675688969027	-106.21871032843923,192.88249465472538	-106.45444809347434,191.9106779507445	-105.48263138949346,191.6749401857094	
-5.963162939326722,62.28063154354776	-3.0717120924331773,63.08032648538409	-3.871407034269503,65.97177733227764	-6.762857881163047,65.1720823904413	
-13.03505094504581,40.036380780056945	-11.53677558202486,41.36120942428398	-12.861604226251895,42.85948478730493	-14.359879589272845,41.534656143077896	
-111.69336950748819,191.49064707676337	-114.69252503661964,191.56182370270344	-114.76370166255971,188.56266817357198	-111.76454613342825,188.4914915476319	
-7.781900793703429,-9.395371221540096	-8.448071939003839,-10.14117012551431	-7.702273035029624,-10.807341270814721	-7.036101889729213,-10.061542366840506	
-30.093906555731365,98.62618581385647	-32.01941901224445,98.08544393475614	-31.478677133144124,96.15993147824305	-29.55316467663104,96.70067335734338	
-124.06177824377747,186.28838979166156	-124.73294978554036,185.54708771994746	-123.99164771382624,184.87591617818455	-123.32047617206335,185.61721824989868	
-2.9432297816997135,60.75454825328931	-3.7019917661843005,61.40591623753555	-4.353359750430542,60.647154253050964	-3.594597765945955,59.99578626880472	
-94.85475463899105,144.15823784893848	-96.51843807342335,145.67305052052384	-98.0332507450087,144.00936708609154	-96.3695673105764,142.49455441450618	
17.1058212744137,17.931758710216492	17.75817232029705,17.1738417537266	18.51608927678694,17.82619279960995	17.863738230903593,18.584109756099842	
15.374785423066271,30.97652796530079	13.449139859574569,31.51679564322047	12.908872181654889,29.591150079728767	14.834517745146593,29.050882401809087	
-41.80717231429139,84.55316696788302	-44.139408471511175,86.4401419298146	-46.02638343344276,84.1079057725948	-43.69414727622297,82.22093081066323	
21.40462797234494,17.21391235382434	19.21789503733074,15.160086881462052	21.271720509693026,12.973353946447851	23.45845344470723,15.02717941881014	
-104.22071742594267,185.78273688493954	-104.86553209192337,186.54707584543823	-105.62987105242205,185.90226117945753	-104.98505638644134,185.13792221895883	
-110.28429288639312,196.1085010941786	-108.1091640385778,195.53290184522007	-107.53356478961929,197.7080306930354	-109.7086936374346,198.28362994199392	
-94.15156845554512,150.8503320534793	-93.29690738382237,151.36951839043525	-93.81609372077831,152.224179462158	-94.67075479250106,151.70499312520204	
-68.52739521963176,129.58205036074696	-65.78657832760823,128.36224596478897	-64.56677393165022,131.1030628568125	-67.30759082367375,132.3228672527705	
-87.5847047275712,169.00180660450496	-86.51648695603961,167.31097521356614	-84.82565556510079,168.37919298509772	-85.89387333663237,170.07002437603654	
-100.49869760839526,173.64776691477616	-100.4385088768757,172.6495798999347	-99.44032186203425,172.70976863145427	-99.50051059355383,173.70795564629572	
9.460629926791256,40.79509598295876	12.235428070191464,39.65470339118049	13.375820661969735,42.4295015345807	10.601022518569529,43.56989412635897	
-58.895661065017606,132.3331569857283	-61.81275708139782,133.0335503260869	-62.51315042175643,130.11645430970668	-59.59605440537622,129.41606096934808	
-77.87907441277827,123.62932400240304	-79.31249102070333,123.1873773674746	-78.87054438577489,121.75396075954951	-77.43712777784982,122.19590739447797	
-100.36399826169233,152.92643119342023	-99.50707155255577,152.41099291858183	-98.99163327771737,153.26791962771838	-99.84855998685393,153.7833579025568	
-76.92122899535308,156.77984227140865	-77.5745752318414,156.02278302982543	-76.81751599025819,155.36943679333712	-76.16416975376987,156.12649603492034	
-81.58196630903026,160.63357705141118	-80.45114839292098,158.98395562799118	-78.80152696950097,160.11477354410044	-79.93234488561025,161.76439496752045	
-103.07121059809566,184.3821003343739	-104.2648297705727,185.29054585893508	-105.17327529513388,184.09692668645803	-103.97965612265683,183.18848116189685	
-53.11874630877249,87.15970749922276	-51.55427785849748,85.91373861193298	-50.30830897120771,87.478207062208	-51.872777421482716,88.72417594949778	
-45.239134195453715,88.7496390278796	-46.21552352303942,91.5863032450503	-49.05218774021014,90.6099139174646	-48.07579841262443,87.77324970029389	
-102.01996021128687,149.3319439674119	-100.03396912458804,149.5682475931835	-100.27027275035965,151.55423867988233	-102.25626383705848,151.3179350541107	
-72.91272818707881,127.20395424415501	-72.9528223075095,125.70449018606396	-71.45335824941846,125.66439606563327	-71.41326412898776,127.16386012372432	
-2.8458918347346014,34.40794869190676	-3.317220937834956,32.46427977036415	-1.3735520162923431,31.992950667263795	-0.9022229131919908,33.93661958880641	
-25.222055679018837,81.16246849604563	-24.716723641838282,80.29954350961927	-23.853798655411914,80.80487554679982	-24.359130692592466,81.66780053322618	
-53.36146022472148,96.70246148129061	-53.463685468657445,95.70770020364544	-52.468924191012285,95.60547495970948	-52.36669894707632,96.60023623735465	
-0.6505097266522739,39.9127246955077	1.1818725350287678,37.53735625101815	3.55724097951831,39.3697385126992	1.724858717837268,41.74510695718874	
-62.55816956676587,110.39985902145965	-61.80461287705159,109.74247609242448	-61.147229948016424,110.49603278213876	-61.9007866377307,111.15341571117392	
-76.19917112718487,131.02772988866315	-77.13148013324108,130.6660671766973	-76.76981742127525,129.7337581706411	-75.83750841521903,130.09542088260693	
-15.153141556995095,54.62763733007676	-15.882556867147796,53.94356620415867	-15.19848574122971,53.21415089400597	-14.469070431077009,53.898222019924056	
-1.2512126305948357,28.984424598763283	-2.0727996973446046,28.414341541876386	-1.5027166404577055,27.592754475126615	-0.6811295737079376,28.162837532013516	
-32.65190391212586,82.16551349314452	-31.191236141589133,81.82426627467194	-30.84998892311656,83.28493404520867	-32.310656693653286,83.62618126368125	
-71.71431967449438,145.3516335591856	-74.69043141344747,142.67903951645005	-74.02228290276359,141.93501158171176	-71.04617116381048,144.6076056244473	
-61.30318499878683,99.31834091304684	-62.09173536833294,98.70337073922644	-61.476765194512545,97.91482036968033	-60.68821482496643,98.52979054350072	
-96.88156720935248,159.9413450462409	-97.88601758021721,158.2118712960875	-96.15654383006381,157.20742092522278	-95.15209345919908,158.93689467537618	
-94.52673966174943,177.23691421259002	-95.41702790834466,176.7815167620324	-94.96163045778705,175.89122851543718	-94.07134221119182,176.34662596599478	
23.64650456124997,33.59213495025629	22.224361713187264,34.06911473987436	21.747381923569193,32.64697189181165	23.1695247716319,32.16999210219358	
4.757220168741469,48.51422987122363	3.7134516141101033,49.59151683594693	2.6361646493867994,48.54774828131556	3.6799332040181647,47.470461316592264	
-3.344536849926442,15.23939167500682	-5.203937797133291,8.4908638268368	-4.239862390251865,8.225235120092965	-2.3804614430450104,14.973762968262983	
18.935888511392818,15.333626214084687	17.276117606447624,14.217758595100511	18.3919852254318,12.557987690155318	20.051756130376994,13.673855309139492	
-105.59816829941006,181.8265443403625	-104.85124630167815,182.49145601066476	-105.51615797198043,183.2383780083967	-106.26307996971234,182.5734663380944	
-87.88863277320837,171.22048522086013	-88.88555008937234,171.14202590189538	-88.8070907704076,170.1451085857314	-87.81017345424362,170.22356790469615	
-57.632193963342814,95.25358550857949	-57.95182610768524,93.27929189001536	-55.97753248912111,92.95965974567292	-55.65790034477868,94.93395336423706	
-58.43550934194354,112.44852016895301	-59.53919022625606,114.11641959805631	-61.20708965535937,113.0127387137438	-60.10340877104685,111.34483928464049	
-17.029526623479853,65.88912211098038	-15.893639096427597,64.90944893798486	-14.913965923432077,66.04533646503712	-16.049853450484335,67.02500963803264	
-53.940151301869875,104.03983112158043	-53.51633064870175,103.1340849905105	-52.61058451763182,103.55790564367864	-53.03440517079995,104.46365177474857	
-84.95482816046817,141.1211395430102	-85.93099037132103,138.28439716166804	-83.09424798997887,137.30823495081518	-82.118085779126,140.14497733215734	
-64.25813979716017,140.37497221974485	-63.84947309237828,142.3327749484187	-65.80727582105212,142.74144165320058	-66.21594252583401,140.78363892452674	
-7.030016748429915,68.82072370423596	-8.281544583571366,67.26069867947957	-6.721519558814983,66.00917084433813	-5.469991723673532,67.56919586909451	
-57.25521615973727,100.61096771941938	-59.857048432663476,99.11749230162381	-59.35922329339829,98.25021487731507	-56.757391020472085,99.74369029511064	
-51.20710762268449,91.20198126632378	-51.66855588489105,90.31481414491624	-50.78138876348351,89.85336588270968	-50.319940501276946,90.74053300411722	
20.09568649591344,11.048671302478374	19.81950484428273,12.00977675730762	18.858399389453485,11.73359510567691	19.134581041084193,10.772489650847664	
-89.00096951221741,162.85329856714537	-88.70627230930914,164.0680633833127	-89.92103712547647,164.36276058622096	-90.21573432838474,163.14799577005363	
-107.63080759311023,186.052984511894	-107.15087357241586,186.93028909741727	-108.02817815793912,187.41022311811165	-108.5081121786335,186.53291853258838	
-10.681582274235126,15.529794027749388	-10.020730082470143,16.28031010395257	-10.771246158673325,16.94116229571755	-11.432098350438308,16.19064621951437	
-109.88659540341835,187.12580999286652	-112.80510070899427,186.43131249011705	-112.1106032062448,183.51280718454115	-109.1920979006689,184.20730468729062	
-105.19003639809199,175.1037547274705	-105.91021844786627,174.40996959129149	-105.21643331168728,173.6897875415172	-104.496251261913,174.3835726776962	
-104.63643673970842,182.95876086169324	-104.58265259204424,180.7094037834462	-102.3332955137972,180.76318793111037	-102.38707966146139,183.0125450093574	
-56.349574575697005,124.94941475408156	-55.00634045565456,126.43121166957093	-56.48813737114392,127.77444578961337	-57.83137149118637,126.29264887412401	
-7.034757207647985,-4.269869950773549	-7.969259626742314,-4.625826730041548	-7.613302847474314,-5.560329149135877	-6.6788004283799856,-5.204372369867878	
-36.0096930353928,103.2076380440676	-37.25438935000602,100.47803531026396	-36.344521772071474,100.06313653872623	-35.09982545745826,102.79273927252986	
5.104126230823368,34.34662754071362	0.27796002584670365,33.03967698237519	0.5393501375143908,32.07444374137985	5.365516342491055,33.38139429971829	
-66.59972558041477,109.14706780457703	-67.71659031348824,108.1457620730361	-66.7152845819473,107.02889733996263	-65.59841984887383,108.03020307150356	
-88.99909623199684,135.41623931105585	-89.16841995809693,137.4090587900302	-91.16123943707127,137.2397350639301	-90.99191571097118,135.24691558495576	
-108.09226534202087,168.79158067319173	-111.08540139015777,168.99440226312592	-111.28822298009194,166.00126621498902	-108.29508693195504,165.79844462505483	
-102.26144999410062,187.7157154751759	-101.57399903021316,188.44194627337313	-102.30022982841041,189.1293972372606	-102.98768079229787,188.40316643906334	
-69.88892152084773,124.08735122910814	-69.81141989082415,125.0843434544257	-70.80841211614174,125.16184508444928	-70.8859137461653,124.16485285913171	
-5.088481838318728,51.99593905069431	-5.516685797665109,50.55835727242913	-4.079104019399926,50.13015331308275	-3.650900060053546,51.56773509134793	
-2.8968227620560754,30.660732531741182	-3.007099162539997,31.65463349033631	-4.001000121135123,31.544357089852387	-3.890723720651201,30.55045613125726	
-103.92575844128291,176.5203653224877	-104.37104907401206,175.62497923123786	-103.47566298276222,175.1796885985087	-103.03037235003306,176.07507468975854	
-109.49967073975408,192.50410038747754	-106.49968251492228,192.49569498025585	-106.4912771077006,195.49568320508763	-109.4912653325324,195.50408861230935	
-47.61109728170878,92.90351212309413	-47.221104308497615,93.82432995570052	-48.141922141104004,94.21432292891167	-48.53191511431516,93.2935050963053	
1.9381303178997484,19.614375503941126	2.508655655465396,20.435655504425494	1.687375654981027,21.006180841991142	1.1168503174153799,20.184900841506774	
-81.30185722328301,134.80847655189808	-80.72913728698951,133.9887254466399	-79.90938618173135,134.5614453829334	-80.48210611802484,135.38119648819156	
19.676987908673624,35.22555238476108	19.617990579208637,34.227294244240305	20.616248719729416,34.16829691477532	20.675246049194403,35.166555055296094	
-77.36648114431134,119.67313436711656	-74.90400641307698,117.95959469788437	-73.19046674384481,120.42206942911872	-75.65294147507915,122.1356090983509	
-8.647397029965902,32.35365726439521	-8.976135295590277,33.298078331882735	-9.920556363077802,32.96934006625836	-9.591818097453427,32.024918998770836	
-27.179983085170946,81.60363529798111	-26.40339329228744,82.23364188016035	-27.033399874466667,83.01023167304385	-27.809989667350173,82.38022509086463	
-31.755576488278933,77.24539169636607	-32.576483693067395,77.81645330523712	-33.14754530193845,76.99554610044866	-32.32663809714999,76.42448449157762	
-98.35930161740941,158.8218562050614	-98.6927843981726,159.76461239567192	-99.63554058878312,159.43112961490874	-99.30205780801992,158.48837342429823	
-80.3605999332502,122.59040959259231	-78.61256712472584,124.00705397292298	-80.02921150505651,125.75508678144733	-81.77724431358087,124.33844240111667	
17.515272321996264,23.396551510891463	16.527852567142357,23.23843058335735	16.685973494676468,22.251010828503443	17.673393249530374,22.409131756037556	
-70.6164177066751,119.4271300641878	-69.14272199167124,118.07501285788531	-67.79060478536874,119.54870857288918	-69.2643005003726,120.90082577919166	
-40.3757622664652,89.26466517827616	-40.03138824753927,88.32583263991333	-39.09255570917644,88.67020665883926	-39.43692972810237,89.6090391972021	
-7.690314771655139,65.88454756517903	-8.344824908859723,66.64060079101465	-9.100878134695336,65.98609065381007	-8.446367997490754,65.23003742797445	
-77.1659818219024,156.83940861694492	-78.91672981850272,157.80630129578782	-79.88362249734561,156.0555532991875	-78.1328745007453,155.0886606203446	
-24.700115491221837,52.322791820597324	-23.16530236216116,51.0404702311109	-22.52414156741795,51.80787679564124	-24.05895469647863,53.090198385127664	
-13.393442933267423,61.69885449268377	-14.008770099020932,63.60184489704365	-15.911760503380805,62.986517731290135	-15.296433337627295,61.08352732693026	
-2.082328200846632,35.58462727909393	-1.605081534987915,34.7058579009709	-0.7263121568648843,35.18310456682961	-1.2035588227236018,36.061873944952644	
-10.276324636135328,48.95183339351127	-11.270744323881559,48.846337020954245	-11.16524795132453,47.851917333208014	-10.1708282635783,47.95741370576504	
-20.61727777453781,46.541944264234786	-19.743814402806407,47.02883412677416	-20.230704265345775,47.90229749850556	-21.104167637077182,47.41540763596619	
-45.857294064440566,78.71413444229736	-44.483380839343035,79.31609993126006	-45.08534632830573,80.6900131563576	-46.459259553403264,80.0880476673949	
-74.16575405113448,127.18042569579582	-74.48470400837117,128.12819725307043	-75.43247556564576,127.80924729583374	-75.11352560840909,126.86147573855914	
-91.98669294808826,153.65971518460074	-91.29381068963208,155.8003726013577	-93.43446810638906,156.4932548598139	-94.12735036484524,154.35259744305694	
-40.381502406673846,74.32212475284476	-40.05415642600476,72.34909545530765	-38.08112712846764,72.67644143597673	-38.408473109136736,74.64947073351385	
-45.67183302706654,83.65216775322808	-46.63416876289966,83.3803039425829	-46.36230495225448,82.41796820674978	-45.39996921642136,82.68983201739496	
-110.56130248738816,190.0648738939658	-111.56105544487953,190.08710054434923	-111.58328209526296,189.08734758685787	-110.58352913777159,189.06512093647444	
-118.09693703587132,188.47390258571815	-116.68857969616708,187.05385695134535	-115.2685340617943,188.4622142910496	-116.67689140149854,189.88225992542237	
1.6955259793774644,15.320818562931427	3.12905122283333,15.762412693751573	2.687457092013184,17.19593793720744	1.253931848557318,16.754343806387293	
-5.028050049535651,37.67958630723791	-3.0560940545058646,37.34583557140938	-2.7223433186773325,39.31779156643917	-4.694299313707119,39.6515423022677	
-120.86811029299042,180.69600162918186	-121.28007263970494,181.607202498853	-122.19127350937609,181.1952401521385	-121.77931116266157,180.28403928246735	
-101.73030113960229,161.74627193291724	-101.84539771429877,163.7429573809769	-103.8420831623584,163.6278608062804	-103.72698658766193,161.63117535822076	
-36.68424022432603,106.87184530306054	-38.61544545555773,107.39188987313442	-39.135490025631604,105.46068464190272	-37.2042847943999,104.94064007182884	
-52.563214007537184,102.18006591600744	-50.56331209576385,102.16025825876656	-50.54350443852298,104.1601601705399	-52.54340635029631,104.17996782778077	
-100.94661804101675,184.49618993695034	-100.39100107509974,185.32762832142942	-101.22243945957882,185.88324528734643	-101.77805642549583,185.05180690286736	
-73.9624588291448,134.88792327722243	-74.96120435676806,134.83784962094978	-74.9111307004954,133.8391040933265	-73.91238517287213,133.88917774959916	
-6.819787289118722,39.17069640882511	-10.024776791086616,36.777363525109266	-9.426443570157655,35.97611614961729	-6.221454068189761,38.36944903333313	
-89.96415567662456,173.14148099084323	-90.78577870025775,174.96492158681446	-92.60921929622897,174.14329856318125	-91.78759627259576,172.31985796721003	
-60.498722939476934,109.91227455962277	-61.17332370842675,109.17409178921133	-60.4351409380153,108.49949102026152	-59.760540169065486,109.23767379067296	
-1.022608840181448,36.857309929959676	-1.305453520008435,37.81647565447946	-2.2646192445282227,37.533630974652475	-1.9817745647012357,36.57446525013269	
-72.48664483985368,134.18475871268276	-73.48187008764448,134.08715386567334	-73.38426524063507,133.09192861788256	-72.38903999284427,133.18953346489195	
-44.02899058412527,94.5483755606991	-43.26736514148106,93.90035805698719	-42.61934763776915,94.6619834996314	-43.380973080413355,95.3100010033433	
-32.436389127746736,62.11054622756516	-32.84117758570596,61.19613586875299	-31.926767226893784,60.791347410793776	-31.521978768934567,61.70575776960594	
-102.57956469684319,155.42141004690268	-103.31626019765642,156.09763466866792	-103.99248481942166,155.3609391678547	-103.25578931860845,154.68471454608945
